title;authors;year;link
ГОРНОПРОХОДЧЕСКИЕ ПОДЪЕМНЫЕ МАШИНЫ В ТЕХНОЛОГИЧЕСКИХ ПРОЦЕССАХ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ НА БОЛЬШИХ ГЛУБИНАХ;Курочкин А.И., Подболотов С.В., Габбасов Б.М., Романько Е.А., Тулубаева М.Ф.;2020;https://elibrary.ru/item.asp?id=44551628
ГЕОЭКОЛОГИЧЕСКИЕ АСПЕКТЫ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ ЖЕЛЕЗОМАРГАНЦЕВЫХ КОНКРЕЦИЙ В РУДНОЙ ПРОВИНЦИИ КЛАРИОН-КЛИППЕРТОН ТИХОГО ОКЕАНА;Козлов С.А., Поляков Е.В., Неизвестнов Я.В., Решетова О.В.;1999;https://elibrary.ru/item.asp?id=44672307
СПОСОБ РАЗРАБОТКИ КРУТОПАДАЮЩИХ МЕСТОРОЖДЕНИЙ ПРИ ОТРАБОТКЕ ГЛУБОКИХ ГОРИЗОНТОВ КАРЬЕРА;Зобнин В.И., Чижов Е.А., Лукичев В.Г.;2003;https://elibrary.ru/item.asp?id=37911061
СОВЕРШЕНСТВОВАНИЕ ТЕХНОЛОГИИ РАЗРАБОТКИ ОБВОДНЕННЫХ БУРОУГОЛЬНЫХ МЕСТОРОЖДЕНИЙ ДАЛЬНЕГО ВОСТОКА;Костылев Ю.В.;2010;https://elibrary.ru/item.asp?id=19321672
ФОРМИРОВАНИЕ ЛИКВИДАЦИОННЫХ ФОНДОВ НА ЗАВЕРШАЮЩЕЙ СТАДИИ РАЗРАБОТКИ НЕФТЕГАЗОВЫХ МЕСТОРОЖДЕНИЙ;Тузмухаметова Р.М., Петрова О.А.;2013;https://elibrary.ru/item.asp?id=21454050
РАЗРАБОТКА ФИЗИКО-ХИМИЧЕСКИХ ОСНОВ ИЗВЛЕЧЕНИЯ РЕДКИХ И РЕДКОЗЕМЕЛЬНЫХ МЕТАЛЛОВ ИЗ НЕФТЕТИТАНОВОГО КОНЦЕНТРАТА ЯРЕГСКОГО МЕСТОРОЖДЕНИЯ;Политова Е.Д.;2015;https://elibrary.ru/item.asp?id=53876199
МЕТОДЫ И ТЕХНОЛОГИИ РАЗРАБОТКИ И ЭКСПЛУАТАЦИИ ГАЗОГИДРАТНЫХ МЕСТОРОЖДЕНИЙ;Прунчак М.;2022;https://elibrary.ru/item.asp?id=49489659
СПОСОБ РАЗРАБОТКИ НЕФТЯНОГО МЕСТОРОЖДЕНИЯ;Алтунина Л.К., Кувшинов В.А., Стасьева Л.А.;2001;https://elibrary.ru/item.asp?id=37875198
ГЕОЭКОЛОГИЧЕСКИЕ АСПЕКТЫ РАЗРАБОТКИ ЗОЛОТОРУДНЫХ МЕСТОРОЖДЕНИЙ МЕДДЕН (ЙЕМЕН);Айдарус Абдулрахман Абдулла Катан;2005;https://elibrary.ru/item.asp?id=16060484
СОВРЕМЕННЫЕ ТЕХНОЛОГИИ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ ВЫСОКОВЯЗКИХ НЕФТЕЙ;Чекушина Е.В., Джимиева Р.Б.;2008;https://elibrary.ru/item.asp?id=11575569
ИНТЕНСИФИКАЦИЯ ДОБЫЧИНА ЗАВЕРШАЮЩЕЙ СТАДИИ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ ЗАПАДНОЙ СИБИРИ;Кустышев А.В., Паникаровский Е.В., Кустышев Д.А.;2014;https://elibrary.ru/item.asp?id=21724835
СПОСОБ БОРЬБЫ С МЕТАНОМ ПРИ РАЗРАБОТКЕ УГОЛЬНЫХ МЕСТОРОЖДЕНИЙ;Нестеров А.И., Бурчаков А.С., Москаленко Э.М., Смольянинов Н.Г., Перминов Б.Н., Назаренко А.В.;1986;https://elibrary.ru/item.asp?id=40394891
ОСНОВНЫЕ ПРОЕКТНЫЕ РЕШЕНИЯ И СОВЕРШЕНСТВОВАНИЕ РАЗРАБОТКИ ЗАЛЕЖИ НЕФТИ МЕСТОРОЖДЕНИЯ БЕЛЫЙ ТИГР;Арешев Е.Г., Белянин Г.Н., Демушкин Ю.И., Тай Ч.К.;1996;https://elibrary.ru/item.asp?id=38034490
РАЗРАБОТКА МОДУЛЬНОГО ПЕРЕРАБАТЫВАЮЩЕГО КОМПЛЕКСА ПОДЗЕМНОГО СКВАЖИННОГО ВЫЩЕЛАЧИВАНИЯ УРАНА ДЛЯ ЛОКАЛЬНЫХ УЧАСТКОВ МЕСТОРОЖДЕНИЙ;Дуйсебаев Б.О., Копбаева М.П., Панова Е.Н., Смайлов Е.К.;2011;https://elibrary.ru/item.asp?id=17230916
ОБОСНОВАНИЕ ТЕХНОЛОГИИ ВЫСОТНОГО СКЛАДИРОВАНИЯ ПОРОД-ОТХОДОВ ПРИ РАЗРАБОТКЕ КАЛИЙНЫХ МЕСТОРОЖДЕНИЙ;Комаров Ю.А.;2016;https://elibrary.ru/item.asp?id=30447118
ОБОСНОВАНИЕ СИСТЕМЫ КОМПЛЕКСНЫХ МЕРОПРИЯТИЙ ПО ПОВЫШЕНИЮ ЭФФЕКТИВНОСТИ РАЗРАБОТКИ РУДНЫХ МЕСТОРОЖДЕНИЙ ЯКУТИИ;Батугина Н.С., Ткач С.М.;2010;https://elibrary.ru/item.asp?id=15578919
ОЦЕНКА ЭФФЕКТИВНОСТИ ПАРЛИФТНОЙ ДОБЫЧИ ФЛЮИДА НА МУТНОВСКОМ ГЕОТЕРМАЛЬНОМ МЕСТОРОЖДЕНИИ (КАМЧАТКА) ПРИ РАЗРАБОТКЕ ГЛУБОКИХ ГОРИЗОНТОВ;Шулюпин А.Н., Любин А.А., Чернев И.И.;2021;https://elibrary.ru/item.asp?id=47096225
СОВЕРШЕНСТВОВАНИЕ И АКТУАЛИЗАЦИЯ ПРИЛОЖЕНИЯ ДЛЯ ПОДДЕРЖКИ СИСТЕМЫ УПРАВЛЕНИЯ ПРОЦЕССАМИ РАЗРАБОТКИ И ЭКСПЛУАТАЦИИ МЕСТОРОЖДЕНИЙ УГЛЕВОДОРОДОВ;Сахтаева М.М.;2022;https://elibrary.ru/item.asp?id=52693004
ПРОГНОЗИРОВАНИЕ СОДЕРЖАНИЯ КОНДЕНСАТА В ПЛАСТОВОМ ГАЗЕ ПРИ РАЗРАБОТКЕ ГАЗОКОНДЕНСАТНЫХ МЕСТОРОЖДЕНИЙ;Максимова М.А., Лескин М.В., Ваганов Е.В., Кузнецов С.В.;2016;https://elibrary.ru/item.asp?id=28899546
ИНТЕГРАЦИОННЫЙ ПОДХОД К ПРОЕКТИРОВАНИЮ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ;Симонова Е., Стрекалов А.В.;2016;https://elibrary.ru/item.asp?id=26051383
НЕОБХОДИМОСТЬ СОХРАНЕНИЯ ГИДРОФИЛЬНОСТИ ПОРОД ПРИ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ НА ТЕРРИТОРИИ УДМУРТСКОЙ РЕСПУБЛИКИ;Епифанов Ю.Г., Дьяконов К.А., Самсонова Д.И.;2022;https://elibrary.ru/item.asp?id=50234525
"ПРОГНОЗ ТЕХНОЛОГИЧЕСКИХ ПОКАЗАТЕЛЕЙ РАЗРАБОТКИ С ИСПОЛЬЗОВАНИЕМ АНАЛОГО-СТАТИСТИЧЕСКОЙ МОДЕЛИ НА ПРИМЕРЕ МЕСТОРОЖДЕНИЙ ООО ""ЛУКОЙЛ-ПЕРМЬ""";Червякова А.Н., Казаков К.В., Мальцева А.А., Грачева А.Г., Шелепова Д.В., Анурьев М.К.;2022;https://elibrary.ru/item.asp?id=50000613
РАЗРАБОТКА МЕТОДОВ ДОБЫЧИ НЕФТИ ИЗ ТРУДНОДОСТУПНЫХ МЕСТОРОЖДЕНИЙ;Датдов О., Агамырадов Д., Атаев С., Аллабердиев Д.;2024;https://elibrary.ru/item.asp?id=67235134
МЕТОДЫ РАСЧЕТА ТЕХНОЛОГИЧЕСКИХ ПОКАЗАТЕЛЕЙ ДОБЫЧИ ПОЛЕЗНЫХ КОМПОНЕНТОВ ИЗ ПОПУТНО ДОБЫВАЕМЫХ ВОД ПРИ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ УГЛЕВОДОРОДНОГО СЫРЬЯ;Шандрыгин А.Н., Данько М.Ю., Саликова О.С., Тинькова И.А.;2024;https://elibrary.ru/item.asp?id=60045933
ОБОСНОВАНИЕ РАЦИОНАЛЬНОЙ ТЕХНОЛОГИИ ОТКРЫТОЙ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ КОМПЛЕКСНЫХ ЖЕЛЕЗОСОДЕРЖАЩИХ РУД (НА ПРИМЕРЕ ЧИНЕЙСКОГО МЕСТОРОЖДЕНИЯ ТИТАНОМАГНЕТИТОВЫХ РУД);Якимов А.А.;2004;https://elibrary.ru/item.asp?id=16043143
СПОСОБ РАЗРАБОТКИ МЕСТОРОЖДЕНИЯ И ОТКРЫТАЯ ВЫРАБОТКА;Шванк С.К., Хас Й.;2019;https://elibrary.ru/item.asp?id=37350088
РАЗРАБОТКА ТЕХНОЛОГИИ ПРЕДСТАВЛЕНИЯ ГЕОПРОСТРАНСТВЕННЫХ ДАННЫХ НА ТЕРРИТОРИЮ МЕСТОРОЖДЕНИЯ ЖАЙРЕМ;Рамазанов Д.С., Ганагина И.Г.;2022;https://elibrary.ru/item.asp?id=49267932
РАЗРАБОТКА ОРГАНО-МИНЕРАЛЬНОЙ ДОБАВКИ НА ОСНОВЕ ОСНОВЕ ГОРЕЛОЙ ПОРОДЫ КИЛЬДЯМСКОГО МЕСТОРОЖДЕНИЯ ДЛЯ БЕТОНОВ И РАСТВОРОВ;Каймонов В.В., Протодьяконов Е.И.;2015;https://elibrary.ru/item.asp?id=23900791
СПОСОБ РАЗРАБОТКИ КАЛИЙНОГО МЕСТОРОЖДЕНИЯ В ЗОНАХ ЗАМЕЩЕНИЯ СИЛЬВИНИТА КАМЕННОЙ СОЛЬЮ;Белкин В.В., Платыгин В.И., Кузнецов Н.В., Шумахер А.И.;2004;https://elibrary.ru/item.asp?id=37939611
ПРИРОДНО-ТЕХНИЧЕСКИЕ СИСТЕМЫ ПОДЗЕМНОЙ РАЗРАБОТКИ РУДНЫХ МЕСТОРОЖДЕНИЙ НА ОСНОВЕ КОНВЕРГЕНТНЫХ ГОРНЫХ ТЕХНОЛОГИЙ;Галченко Ю.П., Еременко В.А.;2023;https://elibrary.ru/item.asp?id=54924741
СПОСОБ ОТКРЫТОЙ РАЗРАБОТКИ НАКЛОННЫХ МЕСТОРОЖДЕНИЙ С ПРИМЕНЕНИЕМ ВРЕМЕННО НЕРАБОЧИХ БОРТОВ;Яковлев В.Л., Саканцев Г.Г., Яковлев А.В., Переход Т.М.;2018;https://elibrary.ru/item.asp?id=37367105
МЕТОДИЧЕСКИЕ ВОПРОСЫ КОМПЛЕКСНОЙ ОЦЕНКИ ДРОБЯЩЕГО И ТЕХНОГЕННОГО ДЕЙСТВИЯ ВЗРЫВНЫХ РАБОТ ПРИ ОТКРЫТОЙ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ;Федотенко В.С., Ефремовцев Н.Н., Харченко А.В.;2024;https://elibrary.ru/item.asp?id=79560209
ГЕОДИНАМИЧЕСКАЯ БЕЗОПАСНОСТЬ РАЗРАБОТКИ ЖЕЛЕЗОРУДНЫХ МЕСТОРОЖДЕНИЙ СИБИРИ;Квочин В.А., Билибин В.В., Лобанова Т.В., Васильченков Т.П., Никитин В.Н., Матвеев И.Ф.;2005;https://elibrary.ru/item.asp?id=19008621
ОСОБЕННОСТИ СООРУЖЕНИЯ ГОРНЫХ ВЫРАБОТОК ПРИ РАЗРАБОТКЕ ЖЕЛЕЗОРУДНЫХ МЕСТОРОЖДЕНИЙ;Масаев Ю.А., Масаев В.Ю.;2018;https://elibrary.ru/item.asp?id=36355277
СПОСОБ ПОГАШЕНИЯ РУДНЫХ ЦЕЛИКОВ ПРИ РАЗРАБОТКЕ МАЛОМОЩНЫХ МЕСТОРОЖДЕНИЙ;Штеле В.И.;1991;https://elibrary.ru/item.asp?id=40670874
"НАУЧНАЯ ШКОЛА ""РАЗРАБОТКА МЕСТОРОЖДЕНИЙ ТВЕРДЫХ ПОЛЕЗНЫХ ИСКОПАЕМЫХ"": ЭТАПЫ СТАНОВЛЕНИЯ, ОСНОВНЫЕ РЕЗУЛЬТАТЫ ИССЛЕДОВАНИЙ, НАПРАВЛЕНИЯ РАЗВИТИЯ";Зубов В.П.;2013;https://elibrary.ru/item.asp?id=21526098
РАЗРАБОТКА ПЛАСТА АС3 МЕСТОРОЖДЕНИЯ ИМЕНИ ВИНОГРАДОВА;Левитина Е.Е., Абышев Д.А.;2022;https://elibrary.ru/item.asp?id=48367542
СПОСОБ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ;Боксерман А.А., Жданов С.А., Желтов Ю.П., Кочешков А.А., Раковский Н.Л., Садчиков П.Б., Сафиуллин Р.Х.;1972;https://elibrary.ru/item.asp?id=39677053
СПОСОБ РАЗРАБОТКИ БИТУМНЫХ МЕСТОРОЖДЕНИЙ ИЗОМЕТРИЧЕСКОЙ ФОРМЫ;Файзуллин В.А., Беляев А.С., Беляева Н.В., Талипов Р.Н.;2014;https://elibrary.ru/item.asp?id=37802567
ОСОБЕННОСТИ ПОДЗЕМНОЙ РАЗРАБОТКИ АБАКАНСКОГО МЕСТОРОЖДЕНИЯ С МАССОВЫМ ОБРУШЕНИЕМ РУДЫ;Байбородов Я.Н., Еременко В.А.;2012;https://elibrary.ru/item.asp?id=18776719
ПРЕДВАРИТЕЛЬНАЯ СХЕМА РАЗРАБОТКИ ПЛАСТА ДII (ДЕВОН) ТУЙМАЗИНСКОГО НЕФТЯНОГО МЕСТОРОЖДЕНИЯ;Крылов А.П., Глоговский М.М., Буялов Н.И., Николаевский Н.М., Чарный И.А.;1947;https://elibrary.ru/item.asp?id=44515996
ЭКОНОМИЧЕСКОЕ ОБОСНОВАНИЕ ВОВЛЕЧЕНИЯ В РАЗРАБОТКУ ТЕХНОГЕННЫХ МЕСТОРОЖДЕНИЙ МЕТАЛЛОВ ПЛАТИНОВОЙ ГРУППЫ;Сенютина А.Б.;2006;https://elibrary.ru/item.asp?id=16107340
РАЗРАБОТКА ОТКРЫТОЙ ГЕОТЕХНОЛОГИИ ОТРАБОТКИ НАГОРНЫХ МЕСТОРОЖДЕНИЙ ДОЛОМИТА С ПРИМЕНЕНИЕМ КОМБИНИРОВАННОГО СПОСОБА ДЕЗИНТЕГРАЦИИ МАССИВА ГОРНЫХ ПОРОД;Олисаев А.С.;2020;https://elibrary.ru/item.asp?id=54468784
СПОСОБ ОТКРЫТОЙ РАЗРАБОТКИ КРУТОПАДАЮЩИХ И НАКЛОННЫХ МЕСТОРОЖДЕНИЙ;Коваленко В.С.;1993;https://elibrary.ru/item.asp?id=40711527
УПРАВЛЕНИЕ ФАЗОВЫМИ ПЕРЕХОДАМИ ПРИ РАЗРАБОТКЕ ГАЗОГИДРАТНЫХ МЕСТОРОЖДЕНИЙ;Джафаров Д.С.;2013;https://elibrary.ru/item.asp?id=20571848
ОЦЕНКА ОПАСНОСТИ РАЗРУШЕНИЯ РУДНЫХ ЦЕЛИКОВ ПРИ КАМЕРНО-СТОЛБОВОЙ СИСТЕМЕ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ;Федоренко Ю.В., Версилов С.О., Новиков С.И., Селезнев В.П.;2007;https://elibrary.ru/item.asp?id=17019461
ИСПОЛЬЗОВАНИЕ IRAPRMS ДЛЯ МОНИТОРИНГА РАЗРАБОТКИ ЮЖНО-ОХТЕУРСКОГО МЕСТОРОЖДЕНИЯ;Новоселов М.М.;2014;https://elibrary.ru/item.asp?id=23356586
ГЕОЛОГО-ТЕХНОЛОГИЧЕСКОЕ МОДЕЛИРОВАНИЕ СРЕДНЕ-ВЕРХНЕЮРСКИХ ОТЛОЖЕНИЙ ЗАПАДНОЙ СИБИРИ С ЦЕЛЬЮ ПОИСКА И РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ УГЛЕВОДОРОДОВ;Шпуров И.В., Шиманский В.В.;2012;https://elibrary.ru/item.asp?id=19486899
АНАЛИЗ ГЕОЛОГИЧЕСКИХ УСЛОВИЙ РАЗРАБОТКИ ЯУНЛОРСКОГО МЕСТОРОЖДЕНИЯ;Юшкова С.А.;2022;https://elibrary.ru/item.asp?id=47928852
ЭКОНОМИЧЕСКАЯ ОЦЕНКА И ПРОГНОЗИРОВАНИЕ ЭКОЛОГИЧЕСКИХ ПОСЛЕДСТВИЙ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ;Юшкова И.В.;2000;https://elibrary.ru/item.asp?id=15981060
АНАЛИЗ И ОПТИМИЗАЦИЯ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ НА ПОЗДНЕЙ СТАДИИ НА ПРИМЕРЕ ОТДЕЛЬНЫХ ПЛОЩАДЕЙ РОМАШКИНСКОГО МЕСТОРОЖДЕНИЯ;Крылова Е.В.;2009;https://elibrary.ru/item.asp?id=19211679
ОЦЕНКА ВЛИЯНИЯ ИЗМЕНЕНИЙ В РАСЧЕТЕ НДПИ НА ЭФФЕКТИВНОСТЬ ПРОЕКТОВ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ ЗАПАДНОЙ СИБИРИ;Янин К.Е.;2007;https://elibrary.ru/item.asp?id=20892597
РАЗВИТИЕ ТЕОРИИ, ПРИНЦИПОВ И ТЕХНОЛОГИЙ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ НЕФТИ НА ОСНОВЕ КОМПЬЮТЕРНОГО МОДЕЛИРОВАНИЯ;Закиров И.С.;2006;https://elibrary.ru/item.asp?id=26558123
РАЗРАБОТКА ОБОБЩЕННОЙ ГИДРОДИНАМИЧЕСКОЙ МОДЕЛИ МНОГОФАЗНЫХ ТЕЧЕНИЙ ПРИ ОСВОЕНИИ СКВАЖИН С ПРИМЕНЕНИЕМ СТРУЙНОГО НАСОСА НА НЕФТЕГАЗОКОНДЕНСАТНЫХ МЕСТОРОЖДЕНИЯХ;Федоров В.В.;2005;https://elibrary.ru/item.asp?id=16057657
СПОСОБ РАЗРАБОТКИ НЕФТЯНОГО МЕСТОРОЖДЕНИЯ;Салямов З.З., Шарифуллина Р.З., Сулейманов А.Г., Савельев Ю.С., Капырин Ю.В., Полищук А.М., Суркова Е.М.;1996;https://elibrary.ru/item.asp?id=38031795
"РАЗРАБОТКА КИСЛОТНОЙ КОМПОЗИЦИИ С УЧЕТОМ МИНЕРАЛОГИЧЕСКОГО СОСТАВА И УСЛОВИЙ ИНТЕРВАЛА ОТЛОЖЕНИЙ НИЖНЕГО МИОЦЕНА МЕСТОРОЖДЕНИЯ ""БЕЛЫЙ ТИГР""";Магадова Л.А., Ву В.Т., Пахомов М.Д., Нгуен К.З., Губанов В.Б.;2020;https://elibrary.ru/item.asp?id=42987910
"К ВОПРОСУ О ТЕРМИНЕ ""CИСТЕМА ПОДЗЕМНОЙ РАЗРАБОТКИ РУДНЫХ МЕСТОРОЖДЕНИЙ""";Ломоносов Г.Г.;2014;https://elibrary.ru/item.asp?id=23700452
СПОСОБ РЕГУЛИРОВАНИЯ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ ЗАВОДНЕНИЕМ;Шпуров И.В., Мазаев В.В., Абатуров С.В.;2002;https://elibrary.ru/item.asp?id=37887545
ИНТЕГРАЦИОННЫЙ ПОДХОД К ПРОЕКТИРОВАНИЮ РАЗРАБОТКИ МЕСТОРОЖДЕНИЙ;Симонова Е.А.;2016;https://elibrary.ru/item.asp?id=26361707
БУРЕНИЕ МНОГОЗАБОЙНЫХ ГОРИЗОНТАЛЬНЫХ СКВАЖИН ДЛЯ РАЗРАБОТКИ НЕФТЯНЫХ ОТОРОЧЕК НА ПРИМЕРЕ НОВОПОРТОВСКОГО МЕСТОРОЖДЕНИЯ;Бриккманн Е.А., Кааров Ж.;2018;https://elibrary.ru/item.asp?id=35612469
СПОСОБ РАЗРАБОТКИ РУДНЫХ МЕСТОРОЖДЕНИЙ;Влох Н.П., Гобов Н.В., Зубков А.В., Липин Я.И., Шуплецов Ю.П.;1981;https://elibrary.ru/item.asp?id=40292395
НАУЧНОЕ ОБОСНОВАНИЕ СИСТЕМ РАЗРАБОТКИ ЮРСКИХ ОТЛОЖЕНИЙ МЕСТОРОЖДЕНИЙ СУРГУТСКОГО СВОДА;Стрикун М.М.;2010;https://elibrary.ru/item.asp?id=19326958
ВОДОПЛАВАЮЩИЕ ПТИЦЫ СРЕДНЕГО ПРИОБЬЯ В УСЛОВИЯХ ИНТЕНСИВНОЙ РАЗРАБОТКИ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ;Пиминов В.Н., Синицын А.А.;2017;https://elibrary.ru/item.asp?id=64894152
РАЗРАБОТКА И ОБОСНОВАНИЕ ПАРАМЕТРОВ КОМБИНИРОВАННОЙ ТЕХНОЛОГИИ ПЕРЕРАБОТКИ ТЕННАНТИТСОДЕРЖАЩИХ РУД МЕДНО-КОЛЧЕДАННЫХ МЕСТОРОЖДЕНИЙ УРАЛА;Ягудина Ю.Р.;2015;https://elibrary.ru/item.asp?id=30429619
ГИДРОГЕОЛОГИЧЕСКИЙ МОНИТОРИНГ АПТ-СЕНОМАНСКОГО ВОДОНОСНОГО КОМПЛЕКСА ПРИ РАЗРАБОТКЕ НЕФТЯНЫХ МЕСТОРОЖДЕНИЙ ЗАПАДНОЙ СИБИРИ;Дьяконова Д.В.;2012;https://elibrary.ru/item.asp?id=22453754
ОБЗОР ТЕХНОЛОГИЙ, ПРИМЕНЯЕМЫЕ ПРИ РАЗРАБОТКЕ МЕСТОРОЖДЕНИЙ БИТУМНЫХ НЕФТЕЙ;Галиуллина И.Ф., Гильманова А.М., Бадыков Д.Р., Шамарти С.А.Х.;2020;https://elibrary.ru/item.asp?id=44455911
ИСПОЛЬЗОВАНИЕ СИНЕРГЕТИЧЕСКОГО ЭФФЕКТА КЛАСТЕРНОГО РАЗВИТИЯ ДЛЯ ПОВЫШЕНИЕ РЕНТАБЕЛЬНОСТИ РАЗРАБОТКИ НЕФТЕГАЗОВЫХ МЕСТОРОЖДЕНИЙ;Эшенкулов Д.А.;2016;https://elibrary.ru/item.asp?id=27629902
